NOISE	PERT	MISS	ETA	REPEAT	TPR	FPR	EDGES	RMSE
0.2	4.0	5.0	0.6935913339527305	4.0	0.6923076923076923	0.041237113402061855	13	0.10064052221253349
0.2	4.0	5.0	0.8031499512496093	5.0	0.6153846153846154	0.061855670103092786	14	0.15802807067370034
0.2	4.0	11.0	0.9023998803044946	1.0	0.5384615384615384	0.07216494845360824	14	0.18476607518293545
0.2	4.0	11.0	0.8838132621806877	2.0	0.38461538461538464	0.07216494845360824	12	0.20917364896952556
0.2	4.0	11.0	0.9078720003749309	3.0	0.38461538461538464	0.07216494845360824	12	0.2073439012082459
0.2	4.0	11.0	0.890828049458851	4.0	0.46153846153846156	0.08247422680412371	14	0.2177121611149204
0.2	4.0	11.0	0.8041316395721163	5.0	0.6153846153846154	0.05154639175257732	13	0.18200693250842215
0.2	8.0	0.0	0.5721465572338251	1.0	0.7692307692307693	0.020618556701030927	12	0.05329061716919312
0.2	8.0	0.0	0.5615741618676988	2.0	0.7692307692307693	0.030927835051546393	13	0.060912978467737584
0.2	8.0	0.0	0.5127765696269068	3.0	0.7692307692307693	0.020618556701030927	12	0.065561524032922
0.2	8.0	0.0	0.5540825005971567	4.0	0.7692307692307693	0.020618556701030927	12	0.05049617840597282
0.2	8.0	0.0	0.5667597494777581	5.0	0.7692307692307693	0.020618556701030927	12	0.06155959663211893
0.2	8.0	5.0	0.8058411275600588	1.0	0.6923076923076923	0.05154639175257732	14	0.1588160685445762
0.2	8.0	5.0	0.8242214938336461	2.0	0.5384615384615384	0.08247422680412371	15	0.19129570464805126
0.2	8.0	5.0	0.6180934141576089	3.0	0.5384615384615384	0.05154639175257732	12	0.16031807178476573
0.2	8.0	5.0	0.7098776898326338	4.0	0.6153846153846154	0.05154639175257732	13	0.1567243773558536
0.2	8.0	5.0	0.8064674847017579	5.0	0.7692307692307693	0.041237113402061855	14	0.1345635284723652
0.2	8.0	11.0	0.9187163918492709	1.0	0.46153846153846156	0.07216494845360824	13	0.20253994598238864
0.2	8.0	11.0	0.8808447866173298	2.0	0.6153846153846154	0.07216494845360824	15	0.18760359040290087
0.2	8.0	11.0	0.8836151391039634	3.0	0.5384615384615384	0.061855670103092786	13	0.20373068594287952
0.2	8.0	11.0	0.9116486139410256	4.0	0.46153846153846156	0.07216494845360824	13	0.20988148652235394
0.2	8.0	11.0	0.8975102369906411	5.0	0.5384615384615384	0.07216494845360824	14	0.20354501973747596
0.2	11.0	0.0	0.5776856340530105	1.0	0.7692307692307693	0.020618556701030927	12	0.06308414385585252
0.2	11.0	0.0	0.5902098003320182	2.0	0.7692307692307693	0.020618556701030927	12	0.055870656079231334
0.2	11.0	0.0	0.5749639130663189	3.0	0.7692307692307693	0.020618556701030927	12	0.04512644862568111
0.2	11.0	0.0	0.5832698904677499	4.0	0.7692307692307693	0.010309278350515464	11	0.07364322605617978
0.2	11.0	0.0	0.5762110906215492	5.0	0.7692307692307693	0.030927835051546393	13	0.06286314302517954
0.2	11.0	5.0	0.7869344629519266	1.0	0.5384615384615384	0.061855670103092786	16	0.17468575840262002
0.2	11.0	5.0	0.7807709168505248	2.0	0.6153846153846154	0.05154639175257732	13	0.1793912885269549
0.2	11.0	5.0	0.8096767449235116	3.0	0.7692307692307693	0.05154639175257732	15	0.12776876345650712
0.2	11.0	5.0	0.776796905956196	4.0	0.8461538461538461	0.030927835051546393	14	0.080224529638109
0.2	11.0	5.0	0.7907584488373927	5.0	0.5384615384615384	0.061855670103092786	13	0.19783239486489773
0.2	11.0	11.0	0.9164912542445207	1.0	0.5384615384615384	0.07216494845360824	15	0.20506846894317304
0.2	11.0	11.0	0.9086769628579182	2.0	0.46153846153846156	0.07216494845360824	15	0.20638853973105092
0.2	11.0	11.0	0.9107250034268382	3.0	0.46153846153846156	0.07216494845360824	15	0.20378505676078484
0.2	11.0	11.0	0.9085994089072744	4.0	0.46153846153846156	0.07216494845360824	14	0.20832898795163435
0.2	11.0	11.0	0.9022160374519749	5.0	0.5384615384615384	0.07216494845360824	14	0.20106931591352828
