NOISE	PERT	MISS	ETA	REPEAT	CELLNUM	MISSNAMES	PERTNAMES	EDGENUM	TPR	FPR	EDGES	RMSE	PRECISION	RECALL
0.2	0	11	0.43750000000000006	4	1000	,Erk,Mek,C3G,bRaf,PI3K,Ras,Raf1,P90Rsk,Akt,Sos,Rap1		13	0.5384615384615384	0.061855670103092786	15	0.22215348921967903	0.5384615384615384	0.5384615384615384
0.2	0	0	0.1	5	1000			13	0.8461538461538461	0.020618556701030927	13	0.07600235761141641	0.8461538461538461	0.8461538461538461
0.2	0	3	0.19843750000000002	5	1000	,Mek,C3G,Erk		13	0.6923076923076923	0.041237113402061855	13	0.15383827638962072	0.6923076923076923	0.6923076923076923
0.2	0	6	0.32500000000000007	5	1000	,Mek,C3G,Erk,PI3K,bRaf,Rap1		13	0.6923076923076923	0.041237113402061855	13	0.1462892979850163	0.6923076923076923	0.6923076923076923
0.2	0	11	0.43750000000000006	5	1000	,Mek,C3G,Erk,PI3K,bRaf,Rap1,Sos,Ras,Raf1,Akt,P90Rsk		13	0.46153846153846156	0.07216494845360824	13	0.23097053695840586	0.46153846153846156	0.46153846153846156
0.2	0	0	0.0625	6	1000			13	0.8461538461538461	0.020618556701030927	13	0.07085034760911217	0.8461538461538461	0.8461538461538461
0.2	0	3	0.26875000000000004	6	1000	,P90Rsk,PI3K,Akt		13	0.6153846153846154	0.05154639175257732	13	0.17410648368561876	0.6153846153846154	0.6153846153846154
0.2	0	6	0.24062500000000003	6	1000	,P90Rsk,PI3K,Akt,Ras,Raf1,C3G		13	0.6923076923076923	0.041237113402061855	13	0.15845961055538724	0.6923076923076923	0.6923076923076923
0.2	0	11	0.40937500000000004	6	1000	,P90Rsk,PI3K,Akt,Ras,Raf1,C3G,Rap1,Mek,Erk,bRaf,Sos		13	0.5384615384615384	0.061855670103092786	14	0.2224746565133604	0.5384615384615384	0.5384615384615384
0.2	0	0	0.07500000000000001	7	1000			13	0.8461538461538461	0.020618556701030927	13	0.0700602228991577	0.8461538461538461	0.8461538461538461
0.2	0	3	0.15625	7	1000	,P90Rsk,bRaf,Erk		13	0.7692307692307693	0.030927835051546393	13	0.08598185482247257	0.7692307692307693	0.7692307692307693
0.2	0	6	0.2810546875	7	1000	,P90Rsk,bRaf,Erk,PI3K,Sos,C3G		13	0.6923076923076923	0.041237113402061855	15	0.1556684698330057	0.6923076923076923	0.6923076923076923
0.2	0	11	0.43750000000000006	7	1000	,P90Rsk,bRaf,Erk,PI3K,Sos,C3G,Ras,Raf1,Mek,Rap1,Akt		13	0.5384615384615384	0.061855670103092786	16	0.22936772340686293	0.5384615384615384	0.5384615384615384
0.2	0	0	0.1	8	1000			13	0.8461538461538461	0.020618556701030927	13	0.08172037718859888	0.8461538461538461	0.8461538461538461
0.2	0	3	0.128125	8	1000	,Ras,Rap1,P90Rsk		13	0.8461538461538461	0.020618556701030927	13	0.07761242247102268	0.8461538461538461	0.8461538461538461
0.2	0	6	0.21250000000000002	8	1000	,Ras,Rap1,P90Rsk,Erk,C3G,bRaf		13	0.6923076923076923	0.041237113402061855	13	0.1535175232468426	0.6923076923076923	0.6923076923076923
0.2	0	11	0.43750000000000006	8	1000	,Ras,Rap1,P90Rsk,Erk,C3G,bRaf,Sos,Akt,Raf1,Mek,PI3K		13	0.5384615384615384	0.061855670103092786	14	0.2190494972044239	0.5384615384615384	0.5384615384615384
0.2	0	0	0.1	9	1000			13	0.8461538461538461	0.020618556701030927	13	0.07453095803527426	0.8461538461538461	0.8461538461538461
0.2	0	3	0.15625	9	1000	,PI3K,Erk,Rap1		13	0.7692307692307693	0.030927835051546393	13	0.08441980562200492	0.7692307692307693	0.7692307692307693
0.2	0	6	0.21250000000000002	9	1000	,PI3K,Erk,Rap1,Ras,bRaf,C3G		13	0.7692307692307693	0.030927835051546393	13	0.0995527215269292	0.7692307692307693	0.7692307692307693
0.2	0	11	0.43750000000000006	9	1000	,PI3K,Erk,Rap1,Ras,bRaf,C3G,Raf1,Sos,Akt,Mek,P90Rsk		13	0.5384615384615384	0.061855670103092786	16	0.22671141576337875	0.5384615384615384	0.5384615384615384
0.2	0	0	0.07500000000000001	10	1000			13	0.8461538461538461	0.020618556701030927	13	0.0747787231938528	0.8461538461538461	0.8461538461538461
0.2	0	3	0.05625	10	1000	,Rap1,bRaf,Raf1		13	0.8461538461538461	0.020618556701030927	13	0.07252399131587826	0.8461538461538461	0.8461538461538461
0.2	0	6	0.19843750000000002	10	1000	,Rap1,bRaf,Raf1,Mek,Akt,PI3K		13	0.6153846153846154	0.05154639175257732	13	0.17974977390651206	0.6153846153846154	0.6153846153846154
0.2	0	11	0.43750000000000006	10	1000	,Rap1,bRaf,Raf1,Mek,Akt,PI3K,Sos,Erk,P90Rsk,C3G,Ras		13	0.5384615384615384	0.061855670103092786	13	0.22685666304301358	0.5384615384615384	0.5384615384615384
0.2	0	0	0.1	11	1000			13	0.8461538461538461	0.020618556701030927	13	0.07721357431086219	0.8461538461538461	0.8461538461538461
0.2	0	3	0.15625	11	1000	,Akt,Rap1,P90Rsk		13	0.6923076923076923	0.041237113402061855	13	0.14711368351543444	0.6923076923076923	0.6923076923076923
0.2	0	6	0.21250000000000002	11	1000	,Akt,Rap1,P90Rsk,PI3K,Mek,Ras		13	0.5384615384615384	0.061855670103092786	13	0.20917841691582403	0.5384615384615384	0.5384615384615384
0.2	0	11	0.3812500000000001	11	1000	,Akt,Rap1,P90Rsk,PI3K,Mek,Ras,Raf1,Sos,bRaf,C3G,Erk		13	0.5384615384615384	0.061855670103092786	13	0.22709219575572143	0.5384615384615384	0.5384615384615384
0.2	0	0	0.1	12	1000			13	0.8461538461538461	0.020618556701030927	13	0.07995568722119442	0.8461538461538461	0.8461538461538461
0.2	0	3	0.07500000000000001	12	1000	,Raf1,Mek,Sos		13	0.7692307692307693	0.030927835051546393	13	0.14087978587122807	0.7692307692307693	0.7692307692307693
0.2	0	6	0.1	12	1000	,Raf1,Mek,Sos,Erk,Rap1,Ras		13	0.7692307692307693	0.030927835051546393	13	0.14390814067127342	0.7692307692307693	0.7692307692307693
0.2	0	11	0.4506835937500001	12	1000	,Raf1,Mek,Sos,Erk,Rap1,Ras,PI3K,P90Rsk,bRaf,Akt,C3G		13	0.46153846153846156	0.07216494845360824	13	0.23094094773876728	0.46153846153846156	0.46153846153846156
0.2	0	0	0.1	13	1000			13	0.8461538461538461	0.020618556701030927	13	0.07639307674360947	0.8461538461538461	0.8461538461538461
0.2	0	3	0.07500000000000001	13	1000	,bRaf,Erk,Raf1		13	0.7692307692307693	0.030927835051546393	13	0.09164719047993242	0.7692307692307693	0.7692307692307693
0.2	0	6	0.0421875	13	1000	,bRaf,Erk,Raf1,Ras,P90Rsk,Sos		13	0.6923076923076923	0.041237113402061855	13	0.1331183123135841	0.6923076923076923	0.6923076923076923
0.2	0	11	0.43750000000000006	13	1000	,bRaf,Erk,Raf1,Ras,P90Rsk,Sos,Akt,Rap1,Mek,C3G,PI3K		13	0.5384615384615384	0.061855670103092786	13	0.2251176613358475	0.5384615384615384	0.5384615384615384
0.2	0	0	0.1	14	1000			13	0.8461538461538461	0.020618556701030927	13	0.07972467737151628	0.8461538461538461	0.8461538461538461
0.2	0	3	0.1	14	1000	,Raf1,Erk,Rap1		13	0.8461538461538461	0.020618556701030927	13	0.06806121543596974	0.8461538461538461	0.8461538461538461
0.2	0	6	0.1	14	1000	,Raf1,Erk,Rap1,Sos,Ras,PI3K		13	0.7692307692307693	0.030927835051546393	13	0.125243037903968	0.7692307692307693	0.7692307692307693
0.2	0	11	0.43750000000000006	14	1000	,Raf1,Erk,Rap1,Sos,Ras,PI3K,C3G,P90Rsk,Akt,bRaf,Mek		13	0.5384615384615384	0.061855670103092786	17	0.2263084634641234	0.5384615384615384	0.5384615384615384
0.2	0	0	0.1	15	1000			13	0.8461538461538461	0.020618556701030927	13	0.08464163493157609	0.8461538461538461	0.8461538461538461
0.2	0	3	0.15625	15	1000	,PI3K,Rap1,Erk		13	0.7692307692307693	0.030927835051546393	13	0.07916162269114789	0.7692307692307693	0.7692307692307693
0.2	0	6	0.32500000000000007	15	1000	,PI3K,Rap1,Erk,P90Rsk,bRaf,C3G		13	0.7692307692307693	0.030927835051546393	13	0.10345784566587962	0.7692307692307693	0.7692307692307693
0.2	0	11	0.441015625	15	1000	,PI3K,Rap1,Erk,P90Rsk,bRaf,C3G,Sos,Akt,Ras,Mek,Raf1		13	0.5384615384615384	0.061855670103092786	14	0.22707154886391573	0.5384615384615384	0.5384615384615384
0.2	0	0	0.05	16	1000			13	0.8461538461538461	0.020618556701030927	13	0.07533493011064996	0.8461538461538461	0.8461538461538461
0.2	0	3	0.1	16	1000	,Erk,Rap1,Sos		13	0.6923076923076923	0.041237113402061855	13	0.13210161626128103	0.6923076923076923	0.6923076923076923
0.2	0	6	0.1	16	1000	,Erk,Rap1,Sos,bRaf,Ras,C3G		13	0.6923076923076923	0.041237113402061855	13	0.15907728047827116	0.6923076923076923	0.6923076923076923
0.2	0	11	0.46562500000000007	16	1000	,Erk,Rap1,Sos,bRaf,Ras,C3G,PI3K,Akt,Mek,Raf1,P90Rsk		13	0.5384615384615384	0.061855670103092786	16	0.21760438084108488	0.5384615384615384	0.5384615384615384
0.2	0	0	0.07500000000000001	17	1000			13	0.8461538461538461	0.020618556701030927	13	0.07000641705922553	0.8461538461538461	0.8461538461538461
0.2	0	3	0.15625	17	1000	,Akt,Erk,Raf1		13	0.6923076923076923	0.041237113402061855	13	0.15813494854151489	0.6923076923076923	0.6923076923076923
0.2	0	6	0.184375	17	1000	,Akt,Erk,Raf1,PI3K,Rap1,Sos		13	0.6153846153846154	0.05154639175257732	13	0.18042099429178	0.6153846153846154	0.6153846153846154
0.2	0	11	0.46562500000000007	17	1000	,Akt,Erk,Raf1,PI3K,Rap1,Sos,bRaf,P90Rsk,Ras,C3G,Mek		13	0.46153846153846156	0.07216494845360824	13	0.22483925063833743	0.46153846153846156	0.46153846153846156
0.2	0	0	0.07500000000000001	18	1000			13	0.8461538461538461	0.020618556701030927	13	0.0743071647275757	0.8461538461538461	0.8461538461538461
0.2	0	3	0.15625	18	1000	,Erk,PI3K,Rap1		13	0.7692307692307693	0.030927835051546393	13	0.084459317244753	0.7692307692307693	0.7692307692307693
0.2	0	6	0.15625	18	1000	,Erk,PI3K,Rap1,Sos,Raf1,Mek		13	0.6923076923076923	0.041237113402061855	13	0.1652148788938713	0.6923076923076923	0.6923076923076923
0.2	0	11	0.41640625000000003	18	1000	,Erk,PI3K,Rap1,Sos,Raf1,Mek,P90Rsk,Ras,Akt,C3G,bRaf		13	0.46153846153846156	0.07216494845360824	16	0.22685139903451537	0.46153846153846156	0.46153846153846156
0.2	0	0	0.1	19	1000			13	0.8461538461538461	0.020618556701030927	13	0.07284500658021263	0.8461538461538461	0.8461538461538461
0.2	0	3	0.21250000000000002	19	1000	,C3G,P90Rsk,Erk		13	0.6923076923076923	0.041237113402061855	13	0.15359252893143127	0.6923076923076923	0.6923076923076923
0.2	0	6	0.184375	19	1000	,C3G,P90Rsk,Erk,Ras,Sos,Mek		13	0.6153846153846154	0.05154639175257732	13	0.1885674125272343	0.6153846153846154	0.6153846153846154
